survey,target,country,type,section,gate,country_rank,role
latinobarometer,P42STGBS,Bolivia,binary,political_participation,False,2,confirmatory
latinobarometer,P42STGBS,Rep. Dominicana,binary,political_participation,False,3,confirmatory
latinobarometer,P42STGBS,Chile,binary,political_participation,False,4,oracle_only
latinobarometer,P42STGBS,Venezuela,binary,political_participation,False,5,oracle_only
latinobarometer,P42STGBS,Argentina,binary,political_participation,False,6,oracle_only
latinobarometer,P42STGBS,Costa Rica,binary,political_participation,False,7,oracle_only
latinobarometer,P42STGBS,Panama,binary,political_participation,False,8,oracle_only
latinobarometer,P42STGBS,Colombia,binary,political_participation,False,9,oracle_only
latinobarometer,P42STGBS,Uruguay,binary,political_participation,False,10,oracle_only
latinobarometer,S20.D,Venezuela,binary,wellbeing,False,1,confirmatory
latinobarometer,S20.D,Honduras,binary,wellbeing,False,2,confirmatory
latinobarometer,S20.D,Ecuador,binary,wellbeing,False,3,confirmatory
latinobarometer,S20.D,El Salvador,binary,wellbeing,False,4,oracle_only
latinobarometer,S20.D,Peru,binary,wellbeing,False,5,oracle_only
latinobarometer,S20.D,Argentina,binary,wellbeing,False,6,oracle_only
latinobarometer,S20.D,Brasil,binary,wellbeing,False,7,oracle_only
latinobarometer,S20.D,Rep. Dominicana,binary,wellbeing,False,8,oracle_only
latinobarometer,S20.D,Colombia,binary,wellbeing,False,9,oracle_only
latinobarometer,S20.D,Guatemala,binary,wellbeing,False,10,oracle_only
latinobarometer,PERPART,Costa Rica,nominal,political_participation,False,1,confirmatory
latinobarometer,PERPART,Rep. Dominicana,nominal,political_participation,False,2,confirmatory
latinobarometer,PERPART,Argentina,nominal,political_participation,False,3,confirmatory
latinobarometer,PERPART,Ecuador,nominal,political_participation,False,4,oracle_only
latinobarometer,PERPART,El Salvador,nominal,political_participation,False,5,oracle_only
latinobarometer,PERPART,Brasil,nominal,political_participation,False,6,oracle_only
latinobarometer,PERPART,Colombia,nominal,political_participation,False,7,oracle_only
latinobarometer,PERPART,Peru,nominal,political_participation,False,8,oracle_only
latinobarometer,PERPART,Bolivia,nominal,political_participation,False,9,oracle_only
latinobarometer,PERPART,Paraguay,nominal,political_participation,False,10,oracle_only
latinobarometer,S2,Guatemala,nominal,demographics,False,1,confirmatory
latinobarometer,S2,Paraguay,nominal,demographics,False,2,confirmatory
latinobarometer,S2,Ecuador,nominal,demographics,False,3,confirmatory
latinobarometer,S2,Colombia,nominal,demographics,False,4,oracle_only
latinobarometer,S2,Peru,nominal,demographics,False,5,oracle_only
latinobarometer,S2,El Salvador,nominal,demographics,False,6,oracle_only
latinobarometer,S2,Rep. Dominicana,nominal,demographics,False,7,oracle_only
latinobarometer,S2,Chile,nominal,demographics,False,8,oracle_only
latinobarometer,S2,Argentina,nominal,demographics,False,9,oracle_only
latinobarometer,S2,Mexico,nominal,demographics,False,10,oracle_only
latinobarometer,P27SDN,Rep. Dominicana,nominal,political_attitudes,False,1,confirmatory
latinobarometer,P27SDN,Argentina,nominal,political_attitudes,False,2,confirmatory
latinobarometer,P27SDN,Uruguay,nominal,political_attitudes,False,3,confirmatory
latinobarometer,P27SDN,Paraguay,nominal,political_attitudes,False,4,oracle_only
latinobarometer,P27SDN,Colombia,nominal,political_attitudes,False,5,oracle_only
latinobarometer,P27SDN,Ecuador,nominal,political_attitudes,False,6,oracle_only
latinobarometer,P27SDN,Chile,nominal,political_attitudes,False,7,oracle_only
latinobarometer,P27SDN,Mexico,nominal,political_attitudes,False,8,oracle_only
latinobarometer,P27SDN,Brasil,nominal,political_attitudes,False,9,oracle_only
latinobarometer,P27SDN,Venezuela,nominal,political_attitudes,False,10,oracle_only
latinobarometer,P37WVSSTCS.D,Mexico,ordinal,social_attitudes,False,1,confirmatory
latinobarometer,P37WVSSTCS.D,Peru,ordinal,social_attitudes,False,2,confirmatory
latinobarometer,P37WVSSTCS.D,Honduras,ordinal,social_attitudes,False,3,confirmatory
latinobarometer,P37WVSSTCS.D,Brasil,ordinal,social_attitudes,False,4,oracle_only
latinobarometer,P37WVSSTCS.D,Ecuador,ordinal,social_attitudes,False,5,oracle_only
latinobarometer,P37WVSSTCS.D,Venezuela,ordinal,social_attitudes,False,6,oracle_only
latinobarometer,P37WVSSTCS.D,Paraguay,ordinal,social_attitudes,False,7,oracle_only
latinobarometer,P37WVSSTCS.D,Panama,ordinal,social_attitudes,False,8,oracle_only
latinobarometer,P37WVSSTCS.D,Colombia,ordinal,social_attitudes,False,9,oracle_only
latinobarometer,P37WVSSTCS.D,Guatemala,ordinal,social_attitudes,False,10,oracle_only
latinobarometer,P61ST,Panama,ordinal,values_identity,False,1,confirmatory
latinobarometer,P61ST,Venezuela,ordinal,values_identity,False,2,confirmatory
latinobarometer,P61ST,Argentina,ordinal,values_identity,False,3,confirmatory
latinobarometer,P61ST,Mexico,ordinal,values_identity,False,4,oracle_only
latinobarometer,P61ST,Honduras,ordinal,values_identity,False,5,oracle_only
latinobarometer,P61ST,El Salvador,ordinal,values_identity,False,6,oracle_only
latinobarometer,P61ST,Chile,ordinal,values_identity,False,7,oracle_only
latinobarometer,P61ST,Peru,ordinal,values_identity,False,8,oracle_only
latinobarometer,P61ST,Costa Rica,ordinal,values_identity,False,9,oracle_only
latinobarometer,P61ST,Paraguay,ordinal,values_identity,False,10,oracle_only
latinobarometer,P56N.D,Mexico,ordinal,contemporary_issues,False,1,confirmatory
latinobarometer,P56N.D,Venezuela,ordinal,contemporary_issues,False,2,confirmatory
latinobarometer,P56N.D,Rep. Dominicana,ordinal,contemporary_issues,False,3,confirmatory
latinobarometer,P56N.D,Panama,ordinal,contemporary_issues,False,4,oracle_only
latinobarometer,P56N.D,Bolivia,ordinal,contemporary_issues,False,5,oracle_only
latinobarometer,P56N.D,Ecuador,ordinal,contemporary_issues,False,6,oracle_only
latinobarometer,P56N.D,El Salvador,ordinal,contemporary_issues,False,7,oracle_only
latinobarometer,P56N.D,Guatemala,ordinal,contemporary_issues,False,8,oracle_only
latinobarometer,P56N.D,Argentina,ordinal,contemporary_issues,False,9,oracle_only
latinobarometer,P56N.D,Chile,ordinal,contemporary_issues,False,10,oracle_only
latinobarometer,P26SDN.B,Mexico,ordinal,political_attitudes,False,1,confirmatory
latinobarometer,P26SDN.B,Honduras,ordinal,political_attitudes,False,2,confirmatory
latinobarometer,P26SDN.B,Uruguay,ordinal,political_attitudes,False,3,confirmatory
latinobarometer,P26SDN.B,Panama,ordinal,political_attitudes,False,4,oracle_only
latinobarometer,P26SDN.B,Paraguay,ordinal,political_attitudes,False,5,oracle_only
latinobarometer,P26SDN.B,Bolivia,ordinal,political_attitudes,False,6,oracle_only
latinobarometer,P26SDN.B,Costa Rica,ordinal,political_attitudes,False,7,oracle_only
latinobarometer,P26SDN.B,El Salvador,ordinal,political_attitudes,False,8,oracle_only
latinobarometer,P26SDN.B,Brasil,ordinal,political_attitudes,False,9,oracle_only
latinobarometer,P26SDN.B,Colombia,ordinal,political_attitudes,False,10,oracle_only
latinobarometer,P59ST,Honduras,ordinal,wellbeing,False,1,confirmatory
latinobarometer,P59ST,Panama,ordinal,wellbeing,False,2,confirmatory
latinobarometer,P59ST,Ecuador,ordinal,wellbeing,False,3,confirmatory
latinobarometer,P59ST,Brasil,ordinal,wellbeing,False,4,oracle_only
latinobarometer,P59ST,Chile,ordinal,wellbeing,False,5,oracle_only
latinobarometer,P59ST,Venezuela,ordinal,wellbeing,False,6,oracle_only
latinobarometer,P59ST,Bolivia,ordinal,wellbeing,False,7,oracle_only
latinobarometer,P59ST,El Salvador,ordinal,wellbeing,False,8,oracle_only
latinobarometer,P59ST,Mexico,ordinal,wellbeing,False,9,oracle_only
latinobarometer,P59ST,Peru,ordinal,wellbeing,False,10,oracle_only
latinobarometer,P14ST.H,Panama,ordinal,institutional_trust,False,1,confirmatory
latinobarometer,P14ST.H,Colombia,ordinal,institutional_trust,False,2,confirmatory
latinobarometer,P14ST.H,Bolivia,ordinal,institutional_trust,False,3,confirmatory
latinobarometer,P14ST.H,Chile,ordinal,institutional_trust,False,4,oracle_only
latinobarometer,P14ST.H,Peru,ordinal,institutional_trust,False,5,oracle_only
latinobarometer,P14ST.H,Rep. Dominicana,ordinal,institutional_trust,False,6,oracle_only
latinobarometer,P14ST.H,Mexico,ordinal,institutional_trust,False,7,oracle_only
latinobarometer,P14ST.H,Uruguay,ordinal,institutional_trust,False,8,oracle_only
latinobarometer,P14ST.H,Venezuela,ordinal,institutional_trust,False,9,oracle_only
latinobarometer,P14ST.H,Ecuador,ordinal,institutional_trust,False,10,oracle_only
latinobarometer,P44ST.C,Honduras,ordinal,political_participation,False,1,confirmatory
latinobarometer,P44ST.C,Uruguay,ordinal,political_participation,False,2,confirmatory
latinobarometer,P44ST.C,Brasil,ordinal,political_participation,False,3,confirmatory
latinobarometer,P44ST.C,Costa Rica,ordinal,political_participation,False,4,oracle_only
latinobarometer,P44ST.C,Ecuador,ordinal,political_participation,False,5,oracle_only
latinobarometer,P44ST.C,Mexico,ordinal,political_participation,False,6,oracle_only
latinobarometer,P44ST.C,Chile,ordinal,political_participation,False,7,oracle_only
latinobarometer,P44ST.C,El Salvador,ordinal,political_participation,False,8,oracle_only
latinobarometer,P44ST.C,Guatemala,ordinal,political_participation,False,9,oracle_only
latinobarometer,P44ST.C,Paraguay,ordinal,political_participation,False,10,oracle_only
latinobarometer,P37CSN.B,Colombia,ordinal,social_attitudes,False,1,confirmatory
latinobarometer,P37CSN.B,Brasil,ordinal,social_attitudes,False,2,confirmatory
latinobarometer,P37CSN.B,Argentina,ordinal,social_attitudes,False,3,confirmatory
latinobarometer,P37CSN.B,Ecuador,ordinal,social_attitudes,False,4,oracle_only
latinobarometer,P37CSN.B,Rep. Dominicana,ordinal,social_attitudes,False,5,oracle_only
latinobarometer,P37CSN.B,Venezuela,ordinal,social_attitudes,False,6,oracle_only
latinobarometer,P37CSN.B,El Salvador,ordinal,social_attitudes,False,7,oracle_only
latinobarometer,P37CSN.B,Guatemala,ordinal,social_attitudes,False,8,oracle_only
latinobarometer,P37CSN.B,Uruguay,ordinal,social_attitudes,False,9,oracle_only
latinobarometer,P37CSN.B,Chile,ordinal,social_attitudes,False,10,oracle_only
latinobarometer,P22ST,Bolivia,ordinal,values_identity,False,1,confirmatory
latinobarometer,P22ST,Costa Rica,ordinal,values_identity,False,2,confirmatory
latinobarometer,P22ST,Paraguay,ordinal,values_identity,False,3,confirmatory
latinobarometer,P22ST,Venezuela,ordinal,values_identity,False,4,oracle_only
latinobarometer,P22ST,Chile,ordinal,values_identity,False,5,oracle_only
latinobarometer,P22ST,Panama,ordinal,values_identity,False,6,oracle_only
latinobarometer,P22ST,Brasil,ordinal,values_identity,False,7,oracle_only
latinobarometer,P22ST,Honduras,ordinal,values_identity,False,8,oracle_only
latinobarometer,P22ST,Rep. Dominicana,ordinal,values_identity,False,9,oracle_only
latinobarometer,P22ST,Colombia,ordinal,values_identity,False,10,oracle_only
latinobarometer,P30INN.C,Chile,ordinal,contemporary_issues,False,1,confirmatory
latinobarometer,P30INN.C,Bolivia,ordinal,contemporary_issues,False,2,confirmatory
latinobarometer,P30INN.C,Argentina,ordinal,contemporary_issues,False,3,confirmatory
latinobarometer,P30INN.C,Venezuela,ordinal,contemporary_issues,False,4,oracle_only
latinobarometer,P30INN.C,Peru,ordinal,contemporary_issues,False,5,oracle_only
latinobarometer,P30INN.C,Brasil,ordinal,contemporary_issues,False,6,oracle_only
latinobarometer,P30INN.C,Colombia,ordinal,contemporary_issues,False,7,oracle_only
latinobarometer,P30INN.C,Costa Rica,ordinal,contemporary_issues,False,8,oracle_only
latinobarometer,P30INN.C,Panama,ordinal,contemporary_issues,False,9,oracle_only
latinobarometer,P30INN.C,Rep. Dominicana,ordinal,contemporary_issues,False,10,oracle_only
latinobarometer,P62N.13,Bolivia,ordinal,political_attitudes,False,1,confirmatory
latinobarometer,P62N.13,Venezuela,ordinal,political_attitudes,False,2,confirmatory
latinobarometer,P62N.13,Mexico,ordinal,political_attitudes,False,3,confirmatory
latinobarometer,P62N.13,Ecuador,ordinal,political_attitudes,False,4,oracle_only
latinobarometer,P62N.13,Uruguay,ordinal,political_attitudes,False,5,oracle_only
latinobarometer,P62N.13,Argentina,ordinal,political_attitudes,False,6,oracle_only
latinobarometer,P62N.13,Peru,ordinal,political_attitudes,False,7,oracle_only
latinobarometer,P62N.13,El Salvador,ordinal,political_attitudes,False,8,oracle_only
latinobarometer,P62N.13,Colombia,ordinal,political_attitudes,False,9,oracle_only
latinobarometer,P62N.13,Rep. Dominicana,ordinal,political_attitudes,False,10,oracle_only
latinobarometer,S4,Bolivia,ordinal,wellbeing,True,1,confirmatory
latinobarometer,S4,Costa Rica,ordinal,wellbeing,True,2,confirmatory
latinobarometer,S4,Uruguay,ordinal,wellbeing,True,3,confirmatory
latinobarometer,S4,Panama,ordinal,wellbeing,True,4,oracle_only
latinobarometer,S4,Chile,ordinal,wellbeing,True,5,oracle_only
latinobarometer,S4,Paraguay,ordinal,wellbeing,True,6,oracle_only
latinobarometer,S4,Peru,ordinal,wellbeing,True,7,oracle_only
latinobarometer,S4,Ecuador,ordinal,wellbeing,True,8,oracle_only
latinobarometer,S4,Honduras,ordinal,wellbeing,True,9,oracle_only
latinobarometer,S4,Venezuela,ordinal,wellbeing,True,10,oracle_only
latinobarometer,P14ST.F,Uruguay,ordinal,institutional_trust,False,1,confirmatory
latinobarometer,P14ST.F,Peru,ordinal,institutional_trust,False,2,confirmatory
latinobarometer,P14ST.F,Guatemala,ordinal,institutional_trust,False,3,confirmatory
latinobarometer,P14ST.F,Honduras,ordinal,institutional_trust,False,4,oracle_only
latinobarometer,P14ST.F,Brasil,ordinal,institutional_trust,False,5,oracle_only
latinobarometer,P14ST.F,Argentina,ordinal,institutional_trust,False,6,oracle_only
latinobarometer,P14ST.F,Venezuela,ordinal,institutional_trust,False,7,oracle_only
latinobarometer,P14ST.F,Ecuador,ordinal,institutional_trust,False,8,oracle_only
latinobarometer,P14ST.F,Costa Rica,ordinal,institutional_trust,False,9,oracle_only
latinobarometer,P14ST.F,Mexico,ordinal,institutional_trust,False,10,oracle_only
wvs,Q21,New Zealand,binary,social_attitudes,False,1,confirmatory
wvs,Q21,Indonesia,binary,social_attitudes,False,2,confirmatory
wvs,Q21,Tajikistan,binary,social_attitudes,False,3,confirmatory
wvs,Q21,United States,binary,social_attitudes,False,4,oracle_only
wvs,Q21,Greece,binary,social_attitudes,False,5,oracle_only
wvs,Q21,Armenia,binary,social_attitudes,False,6,oracle_only
wvs,Q21,China,binary,social_attitudes,False,7,oracle_only
wvs,Q21,Bangladesh,binary,social_attitudes,False,8,oracle_only
wvs,Q21,Czechia,binary,social_attitudes,False,9,oracle_only
wvs,Q21,Colombia,binary,social_attitudes,False,10,oracle_only
wvs,Q145,410,binary,wellbeing,False,1,confirmatory
wvs,Q145,Canada,binary,wellbeing,False,2,confirmatory
wvs,Q145,Iran,binary,wellbeing,False,3,confirmatory
wvs,Q145,Guatemala,binary,wellbeing,False,4,oracle_only
wvs,Q145,Slovakia,binary,wellbeing,False,5,oracle_only
wvs,Q145,Kazakhstan,binary,wellbeing,False,6,oracle_only
wvs,Q145,Bangladesh,binary,wellbeing,False,7,oracle_only
wvs,Q145,Australia,binary,wellbeing,False,8,oracle_only
wvs,Q145,Thailand,binary,wellbeing,False,9,oracle_only
wvs,Q145,Mongolia,binary,wellbeing,False,10,oracle_only
wvs,Q150,Iraq,binary,political_attitudes,False,1,confirmatory
wvs,Q150,Taiwan ROC,binary,political_attitudes,False,2,confirmatory
wvs,Q150,Czechia,binary,political_attitudes,False,3,confirmatory
wvs,Q150,Myanmar,binary,political_attitudes,False,4,oracle_only
wvs,Q150,Canada,binary,political_attitudes,False,5,oracle_only
wvs,Q150,Zimbabwe,binary,political_attitudes,False,6,oracle_only
wvs,Q150,410,binary,political_attitudes,False,7,oracle_only
wvs,Q150,Uzbekistan,binary,political_attitudes,False,8,oracle_only
wvs,Q150,Bolivia,binary,political_attitudes,False,9,oracle_only
wvs,Q150,Netherlands,binary,political_attitudes,False,10,oracle_only
wvs,Q10,Germany,binary,values_identity,False,1,confirmatory
wvs,Q10,Egypt,binary,values_identity,False,2,confirmatory
wvs,Q10,Argentina,binary,values_identity,False,3,confirmatory
wvs,Q10,Uzbekistan,binary,values_identity,False,4,oracle_only
wvs,Q10,Japan,binary,values_identity,False,5,oracle_only
wvs,Q10,410,binary,values_identity,False,6,oracle_only
wvs,Q10,Bangladesh,binary,values_identity,False,7,oracle_only
wvs,Q10,Philippines,binary,values_identity,False,8,oracle_only
wvs,Q10,Czechia,binary,values_identity,False,9,oracle_only
wvs,Q10,United States,binary,values_identity,False,10,oracle_only
wvs,Q47,Ukraine,nominal,wellbeing,False,1,confirmatory
wvs,Q47,Morocco,nominal,wellbeing,False,2,confirmatory
wvs,Q47,Northern Ireland,nominal,wellbeing,False,3,confirmatory
wvs,Q47,United States,nominal,wellbeing,False,4,oracle_only
wvs,Q47,Mongolia,nominal,wellbeing,False,5,oracle_only
wvs,Q47,Myanmar,nominal,wellbeing,False,6,oracle_only
wvs,Q47,Uzbekistan,nominal,wellbeing,False,7,oracle_only
wvs,Q47,Zimbabwe,nominal,wellbeing,False,8,oracle_only
wvs,Q47,Venezuela,nominal,wellbeing,False,9,oracle_only
wvs,Q47,Maldives,nominal,wellbeing,False,10,oracle_only
wvs,Q287,Tunisia,nominal,demographics,False,1,confirmatory
wvs,Q287,Australia,nominal,demographics,False,2,confirmatory
wvs,Q287,Greece,nominal,demographics,False,3,confirmatory
wvs,Q287,Kyrgyzstan,nominal,demographics,False,4,oracle_only
wvs,Q287,Vietnam,nominal,demographics,False,5,oracle_only
wvs,Q287,China,nominal,demographics,False,6,oracle_only
wvs,Q287,Zimbabwe,nominal,demographics,False,7,oracle_only
wvs,Q287,India,nominal,demographics,False,8,oracle_only
wvs,Q287,Serbia,nominal,demographics,False,9,oracle_only
wvs,Q287,Venezuela,nominal,demographics,False,10,oracle_only
wvs,Q223,Peru,nominal,political_participation,False,1,confirmatory
wvs,Q223,Thailand,nominal,political_participation,False,2,confirmatory
wvs,Q223,India,nominal,political_participation,False,3,confirmatory
wvs,Q223,Maldives,nominal,political_participation,False,4,oracle_only
wvs,Q223,Ukraine,nominal,political_participation,False,5,oracle_only
wvs,Q223,Australia,nominal,political_participation,False,6,oracle_only
wvs,Q223,Uzbekistan,nominal,political_participation,False,7,oracle_only
wvs,Q223,Germany,nominal,political_participation,False,8,oracle_only
wvs,Q223,Lebanon,nominal,political_participation,False,9,oracle_only
wvs,Q223,Mongolia,nominal,political_participation,False,10,oracle_only
wvs,Q216,Mexico,ordinal,political_participation,False,1,confirmatory
wvs,Q216,Zimbabwe,ordinal,political_participation,False,2,confirmatory
wvs,Q216,Maldives,ordinal,political_participation,False,3,confirmatory
wvs,Q216,Uzbekistan,ordinal,political_participation,False,4,oracle_only
wvs,Q216,Armenia,ordinal,political_participation,False,5,oracle_only
wvs,Q216,United States,ordinal,political_participation,False,6,oracle_only
wvs,Q216,Serbia,ordinal,political_participation,False,7,oracle_only
wvs,Q216,Cyprus,ordinal,political_participation,False,8,oracle_only
wvs,Q216,Philippines,ordinal,political_participation,False,9,oracle_only
wvs,Q216,China,ordinal,political_participation,False,10,oracle_only
wvs,Q110,Pakistan,ordinal,political_attitudes,False,1,confirmatory
wvs,Q110,Philippines,ordinal,political_attitudes,False,2,confirmatory
wvs,Q110,Canada,ordinal,political_attitudes,False,3,confirmatory
wvs,Q110,Northern Ireland,ordinal,political_attitudes,False,4,oracle_only
wvs,Q110,Japan,ordinal,political_attitudes,False,5,oracle_only
wvs,Q110,Netherlands,ordinal,political_attitudes,False,6,oracle_only
wvs,Q110,Australia,ordinal,political_attitudes,False,7,oracle_only
wvs,Q110,Czechia,ordinal,political_attitudes,False,8,oracle_only
wvs,Q110,Tajikistan,ordinal,political_attitudes,False,9,oracle_only
wvs,Q110,Nicaragua,ordinal,political_attitudes,False,10,oracle_only
wvs,Q159,Pakistan,ordinal,contemporary_issues,False,1,confirmatory
wvs,Q159,410,ordinal,contemporary_issues,False,2,confirmatory
wvs,Q159,Zimbabwe,ordinal,contemporary_issues,False,3,confirmatory
wvs,Q159,Indonesia,ordinal,contemporary_issues,False,4,oracle_only
wvs,Q159,New Zealand,ordinal,contemporary_issues,False,5,oracle_only
wvs,Q159,Tajikistan,ordinal,contemporary_issues,False,6,oracle_only
wvs,Q159,Chile,ordinal,contemporary_issues,False,7,oracle_only
wvs,Q159,United States,ordinal,contemporary_issues,False,8,oracle_only
wvs,Q159,Egypt,ordinal,contemporary_issues,False,9,oracle_only
wvs,Q159,Great Britain,ordinal,contemporary_issues,False,10,oracle_only
wvs,Q45,Singapore,ordinal,values_identity,False,1,confirmatory
wvs,Q45,Serbia,ordinal,values_identity,False,2,confirmatory
wvs,Q45,Venezuela,ordinal,values_identity,False,3,confirmatory
wvs,Q45,Zimbabwe,ordinal,values_identity,False,4,oracle_only
wvs,Q45,Armenia,ordinal,values_identity,False,5,oracle_only
wvs,Q45,Canada,ordinal,values_identity,False,6,oracle_only
wvs,Q45,Germany,ordinal,values_identity,False,7,oracle_only
wvs,Q45,China,ordinal,values_identity,False,8,oracle_only
wvs,Q45,New Zealand,ordinal,values_identity,False,9,oracle_only
wvs,Q45,Tunisia,ordinal,values_identity,False,10,oracle_only
wvs,Q132,Romania,ordinal,wellbeing,False,1,confirmatory
wvs,Q132,Tunisia,ordinal,wellbeing,False,2,confirmatory
wvs,Q132,Pakistan,ordinal,wellbeing,False,3,confirmatory
wvs,Q132,Germany,ordinal,wellbeing,False,4,oracle_only
wvs,Q132,Hong Kong SAR,ordinal,wellbeing,False,5,oracle_only
wvs,Q132,Singapore,ordinal,wellbeing,False,6,oracle_only
wvs,Q132,Armenia,ordinal,wellbeing,False,7,oracle_only
wvs,Q132,Australia,ordinal,wellbeing,False,8,oracle_only
wvs,Q132,Peru,ordinal,wellbeing,False,9,oracle_only
wvs,Q132,Kenya,ordinal,wellbeing,False,10,oracle_only
wvs,Q94,United States,ordinal,social_attitudes,False,1,confirmatory
wvs,Q94,Kenya,ordinal,social_attitudes,False,2,confirmatory
wvs,Q94,Northern Ireland,ordinal,social_attitudes,False,3,confirmatory
wvs,Q94,Cyprus,ordinal,social_attitudes,False,4,oracle_only
wvs,Q94,Singapore,ordinal,social_attitudes,False,5,oracle_only
wvs,Q94,Chile,ordinal,social_attitudes,False,6,oracle_only
wvs,Q94,Slovakia,ordinal,social_attitudes,False,7,oracle_only
wvs,Q94,Lebanon,ordinal,social_attitudes,False,8,oracle_only
wvs,Q94,Pakistan,ordinal,social_attitudes,False,9,oracle_only
wvs,Q94,Japan,ordinal,social_attitudes,False,10,oracle_only
wvs,Q292A,Libya,ordinal,institutional_trust,False,1,confirmatory
wvs,Q292A,Nicaragua,ordinal,institutional_trust,False,2,confirmatory
wvs,Q292A,Kyrgyzstan,ordinal,institutional_trust,False,3,confirmatory
wvs,Q292A,Kenya,ordinal,institutional_trust,False,4,oracle_only
wvs,Q292A,Myanmar,ordinal,institutional_trust,False,5,oracle_only
wvs,Q292A,Morocco,ordinal,institutional_trust,False,6,oracle_only
wvs,Q292A,Venezuela,ordinal,institutional_trust,False,7,oracle_only
wvs,Q292A,Tajikistan,ordinal,institutional_trust,False,8,oracle_only
wvs,Q292A,Zimbabwe,ordinal,institutional_trust,False,9,oracle_only
wvs,Q292A,Philippines,ordinal,institutional_trust,False,10,oracle_only
wvs,Q210,Japan,ordinal,political_participation,False,1,confirmatory
wvs,Q210,Australia,ordinal,political_participation,False,2,confirmatory
wvs,Q210,Philippines,ordinal,political_participation,False,3,confirmatory
wvs,Q210,Uzbekistan,ordinal,political_participation,False,4,oracle_only
wvs,Q210,United States,ordinal,political_participation,False,5,oracle_only
wvs,Q210,Peru,ordinal,political_participation,False,6,oracle_only
wvs,Q210,Czechia,ordinal,political_participation,False,7,oracle_only
wvs,Q210,Egypt,ordinal,political_participation,False,8,oracle_only
wvs,Q210,Kenya,ordinal,political_participation,False,9,oracle_only
wvs,Q210,Bangladesh,ordinal,political_participation,False,10,oracle_only
wvs,Q90,Ethiopia,ordinal,political_attitudes,False,1,confirmatory
wvs,Q90,New Zealand,ordinal,political_attitudes,False,2,confirmatory
wvs,Q90,Peru,ordinal,political_attitudes,False,3,confirmatory
wvs,Q90,Malaysia,ordinal,political_attitudes,False,4,oracle_only
wvs,Q90,Hong Kong SAR,ordinal,political_attitudes,False,5,oracle_only
wvs,Q90,Egypt,ordinal,political_attitudes,False,6,oracle_only
wvs,Q90,Kyrgyzstan,ordinal,political_attitudes,False,7,oracle_only
wvs,Q90,Canada,ordinal,political_attitudes,False,8,oracle_only
wvs,Q90,Serbia,ordinal,political_attitudes,False,9,oracle_only
wvs,Q90,Netherlands,ordinal,political_attitudes,False,10,oracle_only
wvs,Q202,Libya,ordinal,contemporary_issues,False,1,confirmatory
wvs,Q202,Kazakhstan,ordinal,contemporary_issues,False,2,confirmatory
wvs,Q202,Taiwan ROC,ordinal,contemporary_issues,False,3,confirmatory
wvs,Q202,India,ordinal,contemporary_issues,False,4,oracle_only
wvs,Q202,Kenya,ordinal,contemporary_issues,False,5,oracle_only
wvs,Q202,Singapore,ordinal,contemporary_issues,False,6,oracle_only
wvs,Q202,New Zealand,ordinal,contemporary_issues,False,7,oracle_only
wvs,Q202,Bangladesh,ordinal,contemporary_issues,False,8,oracle_only
wvs,Q202,Ukraine,ordinal,contemporary_issues,False,9,oracle_only
wvs,Q202,Peru,ordinal,contemporary_issues,False,10,oracle_only
wvs,Q190,China,ordinal,values_identity,False,1,confirmatory
wvs,Q190,United States,ordinal,values_identity,False,2,confirmatory
wvs,Q190,Armenia,ordinal,values_identity,False,3,confirmatory
wvs,Q190,Jordan,ordinal,values_identity,False,4,oracle_only
wvs,Q190,Kyrgyzstan,ordinal,values_identity,False,5,oracle_only
wvs,Q190,Slovakia,ordinal,values_identity,False,6,oracle_only
wvs,Q190,Myanmar,ordinal,values_identity,False,7,oracle_only
wvs,Q190,Australia,ordinal,values_identity,False,8,oracle_only
wvs,Q190,Peru,ordinal,values_identity,False,9,oracle_only
wvs,Q190,Pakistan,ordinal,values_identity,False,10,oracle_only
wvs,Q56,Slovakia,ordinal,wellbeing,False,1,confirmatory
wvs,Q56,China,ordinal,wellbeing,False,2,confirmatory
wvs,Q56,Argentina,ordinal,wellbeing,False,3,confirmatory
wvs,Q56,Greece,ordinal,wellbeing,False,4,oracle_only
wvs,Q56,Canada,ordinal,wellbeing,False,5,oracle_only
wvs,Q56,Bangladesh,ordinal,wellbeing,False,6,oracle_only
wvs,Q56,Tajikistan,ordinal,wellbeing,False,7,oracle_only
wvs,Q56,India,ordinal,wellbeing,False,8,oracle_only
wvs,Q56,Ethiopia,ordinal,wellbeing,False,9,oracle_only
wvs,Q56,Egypt,ordinal,wellbeing,False,10,oracle_only
wvs,Q33,Pakistan,ordinal,social_attitudes,False,1,confirmatory
wvs,Q33,Uzbekistan,ordinal,social_attitudes,False,2,confirmatory
wvs,Q33,Singapore,ordinal,social_attitudes,False,3,confirmatory
wvs,Q33,Hong Kong SAR,ordinal,social_attitudes,False,4,oracle_only
wvs,Q33,Zimbabwe,ordinal,social_attitudes,False,5,oracle_only
wvs,Q33,Egypt,ordinal,social_attitudes,False,6,oracle_only
wvs,Q33,Cyprus,ordinal,social_attitudes,False,7,oracle_only
wvs,Q33,Canada,ordinal,social_attitudes,False,8,oracle_only
wvs,Q33,410,ordinal,social_attitudes,False,9,oracle_only
wvs,Q33,Australia,ordinal,social_attitudes,False,10,oracle_only
